TABELA_S4;TABELA_DS;VIEW_DS;STATUS
ZOVTMM_MATE_SPED;S4H_TB_ZOVTMM_MATE_SPED;S4H_VW_ZOVTMM_MATE_SPED_R;
ZOVTMM_ORDER_E;S4H_TB_ZOVTMM_ORDER_E;S4H_VW_ZOVTMM_ORDER_E_R;
ZOVTMM_RSV_REPOS;S4H_TB_ZOVTMM_RSV_REPOS;S4H_VW_ZOVTMM_RSV_REPOS_R;
ZOVTMM_SCDGRC;S4H_TB_ZOVTMM_SCDGRC;S4H_VW_ZOVTMM_SCDGRC_R;
ZOVTMM_SCDLOG;S4H_TB_ZOVTMM_SCDLOG;S4H_VW_ZOVTMM_SCDLOG_R;
ZOVTMM_SCDPARAM;S4H_TB_ZOVTMM_SCDPARAM;S4H_VW_ZOVTMM_SCDPARAM_R;
ZOVTMM_SCDPARAM2;S4H_TB_ZOVTMM_SCDPARAM2;S4H_VW_ZOVTMM_SCDPARAM2_R;
ZOVTMM_STOR_LOG;S4H_TB_ZOVTMM_STOR_LOG;S4H_VW_ZOVTMM_STOR_LOG_R;
ZOVTMM_SYLG_GDRT;S4H_TB_ZOVTMM_SYLG_GDRT;S4H_VW_ZOVTMM_SYLG_GDRT_R;
ZOVTMM_SYLG_GRGB;S4H_TB_ZOVTMM_SYLG_GRGB;S4H_VW_ZOVTMM_SYLG_GRGB_R;
ZOVTMM_SYLG_PREP;S4H_TB_ZOVTMM_SYLG_PREP;S4H_VW_ZOVTMM_SYLG_PREP_R;
ZOVTMM_SYLG_SEPR;S4H_TB_ZOVTMM_SYLG_SEPR;S4H_VW_ZOVTMM_SYLG_SEPR_R;
ZOVTMM_SYLG_SHIP;S4H_TB_ZOVTMM_SYLG_SHIP;S4H_VW_ZOVTMM_SYLG_SHIP_R;
ZOVTMM_SYLG_STOR;S4H_TB_ZOVTMM_SYLG_STOR;S4H_VW_ZOVTMM_SYLG_STOR_R;
ZOVTMM_TAXFREIGH;S4H_TB_ZOVTMM_TAXFREIGH;S4H_VW_ZOVTMM_TAXFREIGH_R;
ZOVTMM_TRACKNUM;S4H_TB_ZOVTMM_TRACKNUM;S4H_VW_ZOVTMM_TRACKNUM_R;
ZOVTMM_UNLOAD_PT;S4H_TB_ZOVTMM_UNLOAD_PT;S4H_VW_ZOVTMM_UNLOAD_PT_R;
ZOVTMM_WF_FRS;S4H_TB_ZOVTMM_WF_FRS;S4H_VW_ZOVTMM_WF_FRS_R;
ZOVTMM3RD;S4H_TB_ZOVTMM3RD;S4H_VW_ZOVTMM3RD_R;
ZOVTMM3RD_MODF;S4H_TB_ZOVTMM3RD_MODF;S4H_VW_ZOVTMM3RD_MODF_R;
ZOVTMM3RDCFG_MSG;S4H_TB_ZOVTMM3RDCFG_MSG;S4H_VW_ZOVTMM3RDCFG_MSG_R;
ZOVTMM3RDCFG_OTH;S4H_TB_ZOVTMM3RDCFG_OTH;S4H_VW_ZOVTMM3RDCFG_OTH_R;
ZOVTMMBAIXA;S4H_TB_ZOVTMMBAIXA;S4H_VW_ZOVTMMBAIXA_R;
ZOVTMMEKKO217;S4H_TB_ZOVTMMEKKO217;S4H_VW_ZOVTMMEKKO217_R;
ZOVTMMEKPO217;S4H_TB_ZOVTMMEKPO217;S4H_VW_ZOVTMMEKPO217_R;
ZOVTMMEMB_DOCS;S4H_TB_ZOVTMMEMB_DOCS;S4H_VW_ZOVTMMEMB_DOCS_R;
ZOVTMMEMBALAGEM;S4H_TB_ZOVTMMEMBALAGEM;S4H_VW_ZOVTMMEMBALAGEM_R;
ZOVTMMINTEG_PROC;S4H_TB_ZOVTMMINTEG_PROC;S4H_VW_ZOVTMMINTEG_PROC_R;
ZOVTMMKB_LOG_ENV;S4H_TB_ZOVTMMKB_LOG_ENV;S4H_VW_ZOVTMMKB_LOG_ENV_R;
ZOVTMMKB_LOG_PR;S4H_TB_ZOVTMMKB_LOG_PR;S4H_VW_ZOVTMMKB_LOG_PR_R;
ZOVTMMRAD_PODATA;S4H_TB_ZOVTMMRAD_PODATA;S4H_VW_ZOVTMMRAD_PODATA_R;
ZOVTMMSLCOLETA;S4H_TB_ZOVTMMSLCOLETA;S4H_VW_ZOVTMMSLCOLETA_R;
ZOVTMMSTATUSVSP;S4H_TB_ZOVTMMSTATUSVSP;S4H_VW_ZOVTMMSTATUSVSP_R;
ZOVTMMTRANSP;S4H_TB_ZOVTMMTRANSP;S4H_VW_ZOVTMMTRANSP_R;
ZOVTMMTRANSPDUF;S4H_TB_ZOVTMMTRANSPDUF;S4H_VW_ZOVTMMTRANSPDUF_R;
ZOVTMMTRANSPFIL;S4H_TB_ZOVTMMTRANSPFIL;S4H_VW_ZOVTMMTRANSPFIL_R;
ZOVTMMTRANSPUF;S4H_TB_ZOVTMMTRANSPUF;S4H_VW_ZOVTMMTRANSPUF_R;
ZOVTMMTRIPNUMBER;S4H_TB_ZOVTMMTRIPNUMBER;S4H_VW_ZOVTMMTRIPNUMBER_R;
ZOVTPM_APONT_HD;S4H_TB_ZOVTPM_APONT_HD;S4H_VW_ZOVTPM_APONT_HD_R;
ZOVTPM_APONT_ITM;S4H_TB_ZOVTPM_APONT_ITM;S4H_VW_ZOVTPM_APONT_ITM_R;
ZOVTPM_APONT_USR;S4H_TB_ZOVTPM_APONT_USR;S4H_VW_ZOVTPM_APONT_USR_R;
ZOVTPM_BAS_CAPAC;S4H_TB_ZOVTPM_BAS_CAPAC;S4H_VW_ZOVTPM_BAS_CAPAC_R;
ZOVTPM_BLRET;S4H_TB_ZOVTPM_BLRET;S4H_VW_ZOVTPM_BLRET_R;
ZOVTPM_CHECKLIST;S4H_TB_ZOVTPM_CHECKLIST;S4H_VW_ZOVTPM_CHECKLIST_R;
ZOVTPM_CNF;S4H_TB_ZOVTPM_CNF;S4H_VW_ZOVTPM_CNF_R;
ZOVTPM_CRIT_LOG;S4H_TB_ZOVTPM_CRIT_LOG;S4H_VW_ZOVTPM_CRIT_LOG_R;
ZOVTPM_CT_LOG;S4H_TB_ZOVTPM_CT_LOG;S4H_VW_ZOVTPM_CT_LOG_R;
ZOVTPM_DEL_EQUIP;S4H_TB_ZOVTPM_DEL_EQUIP;S4H_VW_ZOVTPM_DEL_EQUIP_R;
ZOVTPM_DEL_IFLOC;S4H_TB_ZOVTPM_DEL_IFLOC;S4H_VW_ZOVTPM_DEL_IFLOC_R;
ZOVTPM_EQUI_RISK;S4H_TB_ZOVTPM_EQUI_RISK;S4H_VW_ZOVTPM_EQUI_RISK_R;
ZOVTPM_EQUI_WF;S4H_TB_ZOVTPM_EQUI_WF;S4H_VW_ZOVTPM_EQUI_WF_R;
ZOVTPM_GER_LOC;S4H_TB_ZOVTPM_GER_LOC;S4H_VW_ZOVTPM_GER_LOC_R;
ZOVTPM_GERA_OM;S4H_TB_ZOVTPM_GERA_OM;S4H_VW_ZOVTPM_GERA_OM_R;
ZOVTPM_HIER_META;S4H_TB_ZOVTPM_HIER_META;S4H_VW_ZOVTPM_HIER_META_R;
ZOVTPM_HIER_NAME;S4H_TB_ZOVTPM_HIER_NAME;S4H_VW_ZOVTPM_HIER_NAME_R;
ZOVTPM_HIER_TREE;S4H_TB_ZOVTPM_HIER_TREE;S4H_VW_ZOVTPM_HIER_TREE_R;
ZOVTPM_ICP_CALC;S4H_TB_ZOVTPM_ICP_CALC;S4H_VW_ZOVTPM_ICP_CALC_R;
ZOVTPM_ICP_CALCL;S4H_TB_ZOVTPM_ICP_CALCL;S4H_VW_ZOVTPM_ICP_CALCL_R;
ZOVTPM_IFLO_RISK;S4H_TB_ZOVTPM_IFLO_RISK;S4H_VW_ZOVTPM_IFLO_RISK_R;
ZOVTPM_IMPOS_STA;S4H_TB_ZOVTPM_IMPOS_STA;S4H_VW_ZOVTPM_IMPOS_STA_R;
ZOVTPM_JUST_CON;S4H_TB_ZOVTPM_JUST_CON;S4H_VW_ZOVTPM_JUST_CON_R;
ZOVTPM_JUST_CONL;S4H_TB_ZOVTPM_JUST_CONL;S4H_VW_ZOVTPM_JUST_CONL_R;
ZOVTPM_JUSTIFY;S4H_TB_ZOVTPM_JUSTIFY;S4H_VW_ZOVTPM_JUSTIFY_R;
ZOVTPM_JUSTNT;S4H_TB_ZOVTPM_JUSTNT;S4H_VW_ZOVTPM_JUSTNT_R;
ZOVTPM_JUSTPM;S4H_TB_ZOVTPM_JUSTPM;S4H_VW_ZOVTPM_JUSTPM_R;
ZOVTPM_LOG_ATCR;S4H_TB_ZOVTPM_LOG_ATCR;S4H_VW_ZOVTPM_LOG_ATCR_R;
ZOVTPM_LOG_ATCRE;S4H_TB_ZOVTPM_LOG_ATCRE;S4H_VW_ZOVTPM_LOG_ATCRE_R;
ZOVTPM_LOG_JUST;S4H_TB_ZOVTPM_LOG_JUST;S4H_VW_ZOVTPM_LOG_JUST_R;
ZOVTPM_LOG_NOTIF;S4H_TB_ZOVTPM_LOG_NOTIF;S4H_VW_ZOVTPM_LOG_NOTIF_R;
ZOVTPM_MAIN_RISK;S4H_TB_ZOVTPM_MAIN_RISK;S4H_VW_ZOVTPM_MAIN_RISK_R;
ZOVTPM_MEASR_LOG;S4H_TB_ZOVTPM_MEASR_LOG;S4H_VW_ZOVTPM_MEASR_LOG_R;
ZOVTPM_NIV_TOL;S4H_TB_ZOVTPM_NIV_TOL;S4H_VW_ZOVTPM_NIV_TOL_R;
ZOVTPM_OM_ALLO;S4H_TB_ZOVTPM_OM_ALLO;S4H_VW_ZOVTPM_OM_ALLO_R;
ZOVTPM_OM_ALLOL;S4H_TB_ZOVTPM_OM_ALLOL;S4H_VW_ZOVTPM_OM_ALLOL_R;
ZOVTPM_OM_ORD;S4H_TB_ZOVTPM_OM_ORD;S4H_VW_ZOVTPM_OM_ORD_R;
ZOVTPM_OM_ORDL;S4H_TB_ZOVTPM_OM_ORDL;S4H_VW_ZOVTPM_OM_ORDL_R;
ZOVTPM_ORD_DOCME;S4H_TB_ZOVTPM_ORD_DOCME;S4H_VW_ZOVTPM_ORD_DOCME_R;
ZOVTPM_ORD_NOTIF;S4H_TB_ZOVTPM_ORD_NOTIF;S4H_VW_ZOVTPM_ORD_NOTIF_R;
ZOVTPM_PLANT_WRK;S4H_TB_ZOVTPM_PLANT_WRK;S4H_VW_ZOVTPM_PLANT_WRK_R;
ZOVTPM_PM268_LOG;S4H_TB_ZOVTPM_PM268_LOG;S4H_VW_ZOVTPM_PM268_LOG_R;
ZOVTPM_PROFILE;S4H_TB_ZOVTPM_PROFILE;S4H_VW_ZOVTPM_PROFILE_R;
ZOVTPM_PTS_ART;S4H_TB_ZOVTPM_PTS_ART;S4H_VW_ZOVTPM_PTS_ART_R;
ZOVTPM_PTS_CT_NA;S4H_TB_ZOVTPM_PTS_CT_NA;S4H_VW_ZOVTPM_PTS_CT_NA_R;
ZOVTPM_PTS_CTRL;S4H_TB_ZOVTPM_PTS_CTRL;S4H_VW_ZOVTPM_PTS_CTRL_R;
ZOVTPM_PTS_DE_NA;S4H_TB_ZOVTPM_PTS_DE_NA;S4H_VW_ZOVTPM_PTS_DE_NA_R;
ZOVTPM_PTS_DESCT;S4H_TB_ZOVTPM_PTS_DESCT;S4H_VW_ZOVTPM_PTS_DESCT_R;
ZOVTPM_PTS_LI_NA;S4H_TB_ZOVTPM_PTS_LI_NA;S4H_VW_ZOVTPM_PTS_LI_NA_R;
ZOVTPM_PTS_LIST;S4H_TB_ZOVTPM_PTS_LIST;S4H_VW_ZOVTPM_PTS_LIST_R;
ZOVTPM_PTS_PRO;S4H_TB_ZOVTPM_PTS_PRO;S4H_VW_ZOVTPM_PTS_PRO_R;
ZOVTPM_PTS_RE_NA;S4H_TB_ZOVTPM_PTS_RE_NA;S4H_VW_ZOVTPM_PTS_RE_NA_R;
ZOVTPM_PTS_REL;S4H_TB_ZOVTPM_PTS_REL;S4H_VW_ZOVTPM_PTS_REL_R;
ZOVTPM_PTS_REL_T;S4H_TB_ZOVTPM_PTS_REL_T;S4H_VW_ZOVTPM_PTS_REL_T_R;
ZOVTPM_PTS_RT_NA;S4H_TB_ZOVTPM_PTS_RT_NA;S4H_VW_ZOVTPM_PTS_RT_NA_R;
ZOVTPM_PTS_TS_NA;S4H_TB_ZOVTPM_PTS_TS_NA;S4H_VW_ZOVTPM_PTS_TS_NA_R;
ZOVTPM_PTS_TSK;S4H_TB_ZOVTPM_PTS_TSK;S4H_VW_ZOVTPM_PTS_TSK_R;
ZOVTPM_RAIL_CNTR;S4H_TB_ZOVTPM_RAIL_CNTR;S4H_VW_ZOVTPM_RAIL_CNTR_R;
ZOVTPM_RES_CNTR;S4H_TB_ZOVTPM_RES_CNTR;S4H_VW_ZOVTPM_RES_CNTR_R;
ZOVTPM_RESP_RISK;S4H_TB_ZOVTPM_RESP_RISK;S4H_VW_ZOVTPM_RESP_RISK_R;
ZOVTPM_RISK_LOG;S4H_TB_ZOVTPM_RISK_LOG;S4H_VW_ZOVTPM_RISK_LOG_R;
ZOVTPM_STAT_LOG;S4H_TB_ZOVTPM_STAT_LOG;S4H_VW_ZOVTPM_STAT_LOG_R;
ZOVTPM_TSK_ART;S4H_TB_ZOVTPM_TSK_ART;S4H_VW_ZOVTPM_TSK_ART_R;
ZOVTPM_TSK_PRO;S4H_TB_ZOVTPM_TSK_PRO;S4H_VW_ZOVTPM_TSK_PRO_R;
ZOVTPM_UNLOCK_EQ;S4H_TB_ZOVTPM_UNLOCK_EQ;S4H_VW_ZOVTPM_UNLOCK_EQ_R;
ZOVTPM_UNLOCK_FL;S4H_TB_ZOVTPM_UNLOCK_FL;S4H_VW_ZOVTPM_UNLOCK_FL_R;
ZOVTPM_UNLOCK_MP;S4H_TB_ZOVTPM_UNLOCK_MP;S4H_VW_ZOVTPM_UNLOCK_MP_R;
ZOVTPM_UNLOCK_QM;S4H_TB_ZOVTPM_UNLOCK_QM;S4H_VW_ZOVTPM_UNLOCK_QM_R;
ZOVTPM_UNLOCK_WK;S4H_TB_ZOVTPM_UNLOCK_WK;S4H_VW_ZOVTPM_UNLOCK_WK_R;
ZOVTPM_WERK_E_NA;S4H_TB_ZOVTPM_WERK_E_NA;S4H_VW_ZOVTPM_WERK_E_NA_R;
ZOVTPM_WERK_EMIT;S4H_TB_ZOVTPM_WERK_EMIT;S4H_VW_ZOVTPM_WERK_EMIT_R;
ZOVTPM_WF_COPY;S4H_TB_ZOVTPM_WF_COPY;S4H_VW_ZOVTPM_WF_COPY_R;
ZOVTPM_WF_LOG;S4H_TB_ZOVTPM_WF_LOG;S4H_VW_ZOVTPM_WF_LOG_R;
ZOVTPM_WF_OR_CON;S4H_TB_ZOVTPM_WF_OR_CON;S4H_VW_ZOVTPM_WF_OR_CON_R;
ZOVTPM_WF_OR_GER;S4H_TB_ZOVTPM_WF_OR_GER;S4H_VW_ZOVTPM_WF_OR_GER_R;
ZOVTPM_WF_OR_SYS;S4H_TB_ZOVTPM_WF_OR_SYS;S4H_VW_ZOVTPM_WF_OR_SYS_R;
ZOVTPM_WRK_EM_NA;S4H_TB_ZOVTPM_WRK_EM_NA;S4H_VW_ZOVTPM_WRK_EM_NA_R;
ZOVTPM26801;S4H_TB_ZOVTPM26801;S4H_VW_ZOVTPM26801_R;
ZOVTPM26802;S4H_TB_ZOVTPM26802;S4H_VW_ZOVTPM26802_R;
ZOVTPM26803;S4H_TB_ZOVTPM26803;S4H_VW_ZOVTPM26803_R;
ZOVTPMBASELINE;S4H_TB_ZOVTPMBASELINE;S4H_VW_ZOVTPMBASELINE_R;
ZOVTPMDEVCODE;S4H_TB_ZOVTPMDEVCODE;S4H_VW_ZOVTPMDEVCODE_R;
ZOVTPMFAIL_CLASS;S4H_TB_ZOVTPMFAIL_CLASS;S4H_VW_ZOVTPMFAIL_CLASS_R;
ZOVTPMOMCHECKLST;S4H_TB_ZOVTPMOMCHECKLST;S4H_VW_ZOVTPMOMCHECKLST_R;
ZOVTPMOMORDFILL;S4H_TB_ZOVTPMOMORDFILL;S4H_VW_ZOVTPMOMORDFILL_R;
ZOVTPMTBTLOG;S4H_TB_ZOVTPMTBTLOG;S4H_VW_ZOVTPMTBTLOG_R;
ZOVTPMTLS;S4H_TB_ZOVTPMTLS;S4H_VW_ZOVTPMTLS_R;
ZOVTPMWORKCTR;S4H_TB_ZOVTPMWORKCTR;S4H_VW_ZOVTPMWORKCTR_R;
ZOVTPP_HIS_GRADE;S4H_TB_ZOVTPP_HIS_GRADE;S4H_VW_ZOVTPP_HIS_GRADE_R;
ZOVTPPINV_HIS_GR;S4H_TB_ZOVTPPINV_HIS_GR;S4H_VW_ZOVTPPINV_HIS_GR_R;
ZOVTPS_ANTAQTP;S4H_TB_ZOVTPS_ANTAQTP;S4H_VW_ZOVTPS_ANTAQTP_R;
ZOVTPS_ANTT;S4H_TB_ZOVTPS_ANTT;S4H_VW_ZOVTPS_ANTT_R;
ZOVTPS_ANTTT;S4H_TB_ZOVTPS_ANTTT;S4H_VW_ZOVTPS_ANTTT_R;
ZOVTPS_APORT_CON;S4H_TB_ZOVTPS_APORT_CON;S4H_VW_ZOVTPS_APORT_CON_R;
ZOVTPS_APORT_COT;S4H_TB_ZOVTPS_APORT_COT;S4H_VW_ZOVTPS_APORT_COT_R;
ZOVTPS_APORT_OB;S4H_TB_ZOVTPS_APORT_OB;S4H_VW_ZOVTPS_APORT_OB_R;
ZOVTPS_APORT_OBT;S4H_TB_ZOVTPS_APORT_OBT;S4H_VW_ZOVTPS_APORT_OBT_R;
ZOVTPS_APORTTYPE;S4H_TB_ZOVTPS_APORTTYPE;S4H_VW_ZOVTPS_APORTTYPE_R;
ZOVTPS_APORTTYPT;S4H_TB_ZOVTPS_APORTTYPT;S4H_VW_ZOVTPS_APORTTYPT_R;
ZOVTPS_D17;S4H_TB_ZOVTPS_D17;S4H_VW_ZOVTPS_D17_R;
ZOVTPS_LIQ_PEP;S4H_TB_ZOVTPS_LIQ_PEP;S4H_VW_ZOVTPS_LIQ_PEP_R;
ZOVTPS_LIQ_PEPT;S4H_TB_ZOVTPS_LIQ_PEPT;S4H_VW_ZOVTPS_LIQ_PEPT_R;
ZOVTPS_MACRO_PR;S4H_TB_ZOVTPS_MACRO_PR;S4H_VW_ZOVTPS_MACRO_PR_R;
ZOVTPS_MACRO_PRT;S4H_TB_ZOVTPS_MACRO_PRT;S4H_VW_ZOVTPS_MACRO_PRT_R;
ZOVTPS_PRIORPRJT;S4H_TB_ZOVTPS_PRIORPRJT;S4H_VW_ZOVTPS_PRIORPRJT_R;
ZOVTPS_PRJ_PROC;S4H_TB_ZOVTPS_PRJ_PROC;S4H_VW_ZOVTPS_PRJ_PROC_R;
ZOVTPS_PRJ_PROCT;S4H_TB_ZOVTPS_PRJ_PROCT;S4H_VW_ZOVTPS_PRJ_PROCT_R;
ZOVTPS_PROD_SER;S4H_TB_ZOVTPS_PROD_SER;S4H_VW_ZOVTPS_PROD_SER_R;
ZOVTPS_PROD_SERT;S4H_TB_ZOVTPS_PROD_SERT;S4H_VW_ZOVTPS_PROD_SERT_R;
ZOVTPS_PRODUC;S4H_TB_ZOVTPS_PRODUC;S4H_VW_ZOVTPS_PRODUC_R;
ZOVTPS_PRODUCT;S4H_TB_ZOVTPS_PRODUCT;S4H_VW_ZOVTPS_PRODUCT_R;
ZOVTPS_PROGRAM;S4H_TB_ZOVTPS_PROGRAM;S4H_VW_ZOVTPS_PROGRAM_R;
ZOVTPS_PROGRAMT;S4H_TB_ZOVTPS_PROGRAMT;S4H_VW_ZOVTPS_PROGRAMT_R;
ZOVTPS_STRATEG;S4H_TB_ZOVTPS_STRATEG;S4H_VW_ZOVTPS_STRATEG_R;
ZOVTPS_STRATEGT;S4H_TB_ZOVTPS_STRATEGT;S4H_VW_ZOVTPS_STRATEGT_R;
ZOVTPS_SUB_STRA;S4H_TB_ZOVTPS_SUB_STRA;S4H_VW_ZOVTPS_SUB_STRA_R;
ZOVTPS_SUB_STRAT;S4H_TB_ZOVTPS_SUB_STRAT;S4H_VW_ZOVTPS_SUB_STRAT_R;
ZOVTPS004;S4H_TB_ZOVTPS004;S4H_VW_ZOVTPS004_R;
ZOVTSD_ALLOT_MAP;S4H_TB_ZOVTSD_ALLOT_MAP;S4H_VW_ZOVTSD_ALLOT_MAP_R;
ZOVTSD_ASYSTLTRM;S4H_TB_ZOVTSD_ASYSTLTRM;S4H_VW_ZOVTSD_ASYSTLTRM_R;
ZOVTSD_BCHAR_CON;S4H_TB_ZOVTSD_BCHAR_CON;S4H_VW_ZOVTSD_BCHAR_CON_R;
ZOVTSD_CON_METAL;S4H_TB_ZOVTSD_CON_METAL;S4H_VW_ZOVTSD_CON_METAL_R;
ZOVTSD_CSM_FPO;S4H_TB_ZOVTSD_CSM_FPO;S4H_VW_ZOVTSD_CSM_FPO_R;
ZOVTSD_DOCTRACK;S4H_TB_ZOVTSD_DOCTRACK;S4H_VW_ZOVTSD_DOCTRACK_R;
ZOVTSD_INV_FORE;S4H_TB_ZOVTSD_INV_FORE;S4H_VW_ZOVTSD_INV_FORE_R;
ZOVTSD_INV_UPLD;S4H_TB_ZOVTSD_INV_UPLD;S4H_VW_ZOVTSD_INV_UPLD_R;
ZOVTSD_LOG_TABLE;S4H_TB_ZOVTSD_LOG_TABLE;S4H_VW_ZOVTSD_LOG_TABLE_R;
ZOVTSD_METAL_COD;S4H_TB_ZOVTSD_METAL_COD;S4H_VW_ZOVTSD_METAL_COD_R;
ZOVTSD_METAL_XWT;S4H_TB_ZOVTSD_METAL_XWT;S4H_VW_ZOVTSD_METAL_XWT_R;
ZOVTSD_NETB_FSUM;S4H_TB_ZOVTSD_NETB_FSUM;S4H_VW_ZOVTSD_NETB_FSUM_R;
ZOVTSD_NETBD_DSO;S4H_TB_ZOVTSD_NETBD_DSO;S4H_VW_ZOVTSD_NETBD_DSO_R;
ZOVTSD_NETBD_FC;S4H_TB_ZOVTSD_NETBD_FC;S4H_VW_ZOVTSD_NETBD_FC_R;
ZOVTSD_NETBD_FPF;S4H_TB_ZOVTSD_NETBD_FPF;S4H_VW_ZOVTSD_NETBD_FPF_R;
ZOVTSD_NETBD_IFF;S4H_TB_ZOVTSD_NETBD_IFF;S4H_VW_ZOVTSD_NETBD_IFF_R;
ZOVTSD_NETBD_INF;S4H_TB_ZOVTSD_NETBD_INF;S4H_VW_ZOVTSD_NETBD_INF_R;
ZOVTSD_NETBD_MIS;S4H_TB_ZOVTSD_NETBD_MIS;S4H_VW_ZOVTSD_NETBD_MIS_R;
ZOVTSD_NETBD_PPA;S4H_TB_ZOVTSD_NETBD_PPA;S4H_VW_ZOVTSD_NETBD_PPA_R;
ZOVTSD_NETBD_SGC;S4H_TB_ZOVTSD_NETBD_SGC;S4H_VW_ZOVTSD_NETBD_SGC_R;
ZOVTSD_NETBD_SGR;S4H_TB_ZOVTSD_NETBD_SGR;S4H_VW_ZOVTSD_NETBD_SGR_R;
ZOVTSD_NETBD_TAX;S4H_TB_ZOVTSD_NETBD_TAX;S4H_VW_ZOVTSD_NETBD_TAX_R;
ZOVTSD_NETBD_WH2;S4H_TB_ZOVTSD_NETBD_WH2;S4H_VW_ZOVTSD_NETBD_WH2_R;
ZOVTSD_PORT_PLNT;S4H_TB_ZOVTSD_PORT_PLNT;S4H_VW_ZOVTSD_PORT_PLNT_R;
ZOVTSD_PPAOUT;S4H_TB_ZOVTSD_PPAOUT;S4H_VW_ZOVTSD_PPAOUT_R;
ZOVTSD_PPAPRIC;S4H_TB_ZOVTSD_PPAPRIC;S4H_VW_ZOVTSD_PPAPRIC_R;
ZOVTSD_PRDT_SPEC;S4H_TB_ZOVTSD_PRDT_SPEC;S4H_VW_ZOVTSD_PRDT_SPEC_R;
ZOVTSD_RMLOTBILL;S4H_TB_ZOVTSD_RMLOTBILL;S4H_VW_ZOVTSD_RMLOTBILL_R;
ZOVTSD_RMPARBILL;S4H_TB_ZOVTSD_RMPARBILL;S4H_VW_ZOVTSD_RMPARBILL_R;
ZOVTSD_RMSSMCND;S4H_TB_ZOVTSD_RMSSMCND;S4H_VW_ZOVTSD_RMSSMCND_R;
ZOVTSD_RMSSMHDR;S4H_TB_ZOVTSD_RMSSMHDR;S4H_VW_ZOVTSD_RMSSMHDR_R;
ZOVTSD_RMUOM;S4H_TB_ZOVTSD_RMUOM;S4H_VW_ZOVTSD_RMUOM_R;
ZOVTSD_VBRBF_H;S4H_TB_ZOVTSD_VBRBF_H;S4H_VW_ZOVTSD_VBRBF_H_R;
ZOVTSD_VBRBF_I;S4H_TB_ZOVTSD_VBRBF_I;S4H_VW_ZOVTSD_VBRBF_I_R;
ZOVTSD_VF11_DET;S4H_TB_ZOVTSD_VF11_DET;S4H_VW_ZOVTSD_VF11_DET_R;
ZOVTSDINVPARC;S4H_TB_ZOVTSDINVPARC;S4H_VW_ZOVTSDINVPARC_R;
ZOVTSDLOT_HEADER;S4H_TB_ZOVTSDLOT_HEADER;S4H_VW_ZOVTSDLOT_HEADER_R;
ZOVTSDLOT_ITEM;S4H_TB_ZOVTSDLOT_ITEM;S4H_VW_ZOVTSDLOT_ITEM_R;
ZOVTSDSHIPM;S4H_TB_ZOVTSDSHIPM;S4H_VW_ZOVTSDSHIPM_R;
ZTL_EHL_ERROR;S4H_TB_ZTL_EHL_ERROR;S4H_VW_ZTL_EHL_ERROR_R;
ZTLSBC_LOG_MSG;S4H_TB_ZTLSBC_LOG_MSG;S4H_VW_ZTLSBC_LOG_MSG_R;
ZTRA_PASSPORT;S4H_TB_ZTRA_PASSPORT;S4H_VW_ZTRA_PASSPORT_R;
ZTRA_PASSWORD;S4H_TB_ZTRA_PASSWORD;S4H_VW_ZTRA_PASSWORD_R;
ZVLTBCLOG;S4H_TB_ZVLTBCLOG;S4H_VW_ZVLTBCLOG_R;
ZVLTEH_NO_LOSS;S4H_TB_ZVLTEH_NO_LOSS;S4H_VW_ZVLTEH_NO_LOSS_R;
ZVLTEH_NO_LOSS_T;S4H_TB_ZVLTEH_NO_LOSS_T;S4H_VW_ZVLTEH_NO_LOSS_T_R;
ZVLTEH_NOLOSS;S4H_TB_ZVLTEH_NOLOSS;S4H_VW_ZVLTEH_NOLOSS_R;
ZVLTEH_NOLOSS_T;S4H_TB_ZVLTEH_NOLOSS_T;S4H_VW_ZVLTEH_NOLOSS_T_R;
ZVLTEH_SUB_NLOSS;S4H_TB_ZVLTEH_SUB_NLOSS;S4H_VW_ZVLTEH_SUB_NLOSS_R;
ZVLTEH_SUBLOSS_T;S4H_TB_ZVLTEH_SUBLOSS_T;S4H_VW_ZVLTEH_SUBLOSS_T_R;
ZVLTMM_AJU_PLANT;S4H_TB_ZVLTMM_AJU_PLANT;S4H_VW_ZVLTMM_AJU_PLANT_R;
ZVLTMM_DP_CONTR;S4H_TB_ZVLTMM_DP_CONTR;S4H_VW_ZVLTMM_DP_CONTR_R;
ZVLTMM_DP_DIASNU;S4H_TB_ZVLTMM_DP_DIASNU;S4H_VW_ZVLTMM_DP_DIASNU_R;
ZVLTMM_DP_PLANTS;S4H_TB_ZVLTMM_DP_PLANTS;S4H_VW_ZVLTMM_DP_PLANTS_R;
ZVLTMM_LEADTIME;S4H_TB_ZVLTMM_LEADTIME;S4H_VW_ZVLTMM_LEADTIME_R;
ZVLTPS_CADEIAVLT;S4H_TB_ZVLTPS_CADEIAVLT;S4H_VW_ZVLTPS_CADEIAVLT_R;
ZVLTPS_ESTRGEO;S4H_TB_ZVLTPS_ESTRGEO;S4H_VW_ZVLTPS_ESTRGEO_R;
ZVLTPS_ESTRGEOT;S4H_TB_ZVLTPS_ESTRGEOT;S4H_VW_ZVLTPS_ESTRGEOT_R;
ZVLTPS_PROJTYPE;S4H_TB_ZVLTPS_PROJTYPE;S4H_VW_ZVLTPS_PROJTYPE_R;
